Instruction,Response
Veja abaixo os serviços ofertados pela Universidade Federal do Amazonas (UFAM),09 Princípios...............................................................................................................................09 Valores...................................................................................................................................09 Competências.......................................................................................................................09 Atendimento Presencial e Eletrônico..........................................................................10 Serviços Ofertados pela Proeg..................................................................................... 11 Câmara de Ensino e Graduação - CEG..........................................................................12 Serviços ofertados pela CEG..............................................................................................13 Procuradoria Institucional Educacional - PEI.............................................................14 Serviços ofertados pela PEI................................................................................................15 Departamento de Apoio ao Ensino - DAE................................................................... 16 Serviços Ofertados pelo DAE............................................................................................ 17 Departamento de Programas Acadêmicos - DPA ..................................................... 18 Serviços ofertados pelo DPA............................................................................................ 19 Departamento de Legislação e Normas - DLN........................................................... 20 Serviços ofertados pelo DLN............................................................................................. 21 Departamento de Registro Acadêmico - DRA.............................................................22
Qual é a visão da UFAM?,"A visão da UFAM é ser uma instituição de excelência no ensino, pesquisa e extensão, que contribui para o desenvolvimento da região e do país."
Onde posso encontrar informações sobre a legislação acadêmica de Graduação da Universidade Federal do Amazonas (UFAM)?,Você pode encontrar informações sobre a legislação acadêmica de Graduação da Universidade Federal do Amazonas (UFAM) no arquivo CARTA DE SERVIÇOS VERSÃO FEV 2024.txt2.
Gere 1 pares de respostas detalhadas com instruções.,"{""Instruction"": ""Visão"", ""Response"": ""Visão da Proeg em relação a graduação da UFAM"
"Gere 1 pares de respostas detalhadas com instruções."", ""Response"": {""Instruction"": ""Atendimento Presencial e Eletrônico","Instruções para acessar os serviços de atendimento presencial e eletrônico da Proeg: acesse o site da UFAM e clique na aba de Serviços da Proeg. Lá, você encontrará todas as informações sobre como entrar em contato com a equipe de atendimento, seja pessoalmente ou virtualmente."
Onde encontrar informações sobre a visão da Universidade Federal do Amazonas (UFAM)?,"As informações sobre a visão da UFAM podem ser encontradas na seção 9 do documento \""CARTA DE SERVIÇOS VERSÃO FEV 2024.txt2\""."
Onde fica a Procuradoria Institucional Educacional,"O departamento responsável pela Procuradoria Institucional Educacional fica localizado na Cidade Universitária, Centro Universitário, s/n - Setor Norte, Manaus - AM, 69077-000."
Como obter informações sobre a Visão da UFAM?,"Para obter informações sobre a Visão da UFAM, leia a seção Visão no arquivo CARTA DE SERVIÇOS VERSÃO FEV 2024.txt2."
Como posso acessar os serviços da Procuradoria Institucional Educacional - PEI?,"Para acessar os serviços da Procuradoria Institucional Educacional - PEI, consulte a seção Serviços ofertados pela PEI no arquivo CARTA DE SERVIÇOS VERSÃO FEV 2024.txt2."
Qual é o princípio que rege a graduação da UFAM?,O princípio que rege a graduação da UFAM é a qualidade.
Quais são os serviços oferecidos pelo DRA?,"Os serviços oferecidos pelo DRA são: emissão de diplomas, certificados e históricos escolares; registro de diplomas e certificados de pós-graduação; emissão de declarações de matrícula e históricos acadêmicos; entre outros."
Instruções,Parâmetros de busca
"Para encontrar informações sobre a legislação acadêmica de Graduação da Universidade Federal do Amazonas (UFAM), siga os seguintes passos:",1. Acesse o site da UFAM; 2. Procure pela seção de Serviços; 3. Selecione a opção 'CARTA DE SERVIÇOS VERSÃO FEV 2024'. Você encontrará todas as informações sobre a legislação acadêmica de Graduação da UFAM.
Quais são os serviços oferecidos pelo Departamento de Registro Acadêmico?,"Os serviços oferecidos pelo Departamento de Registro Acadêmico (DRA) incluem a emissão de diplomas e históricos escolares, registro de diplomas de graduação e pós-graduação, registro de trancamentos e cancelamentos de matrícula, entre outros. Para solicitar esses serviços, o estudante deve comparecer ao atendimento presencial ou acessar o atendimento eletrônico disponível no site da Proeg."
ver instruções,"Veja as instruções abaixo para obter informações sobre a legislação acadêmica de Graduação da Universidade Federal do Amazonas (UFAM). Essas instruções incluem a visão, os princípios, os valores e as competências da universidade, além dos serviços oferecidos pela Proeg, Câmara de Ensino e Graduação - CEG, Procuradoria Institucional Educacional - PEI, Departamento de Apoio ao Ensino - DAE, Departamento de Programas Acadêmicos - DPA, Departamento de Legislação e Normas - DLN e Departamento de Registro Acadêmico - DRA."
Quais são os serviços ofertados pelo Departamento de Programas Acadêmicos?,"O DPA é responsável por coordenar e executar as atividades relacionadas aos programas acadêmicos da UFAM, como o Programa Nacional de Assistência Estudantil (PNAES) e o Programa de Bolsas de Iniciação Científica (PIBIC). Além disso, o departamento também é responsável por monitorar e avaliar a execução desses programas e prestar orientações e informações aos estudantes e professores sobre os mesmos. Para acessar esses serviços, é possível entrar em contato com o DPA por meio do atendimento presencial ou eletrônico."
Como encontrar as informações sobre os serviços oferecidos pela Proeg?,"Para encontrar as informações sobre os serviços oferecidos pela Proeg, siga os passos abaixo: \n1. Acesse o arquivo CARTA DE SERVIÇOS VERSÃO FEV 2024.txt2. \n2. Role a página até encontrar a seção 'Serviços Ofertados pela Proeg'. \n3. Leia atentamente as informações sobre os serviços oferecidos pela Proeg."
Como obter serviços ofertados pela Procuradoria Institucional Educacional (PEI)?,"Para obter serviços oferecidos pela PEI, é necessário entrar em contato com o Departamento de Apoio ao Ensino (DAE) da Universidade Federal do Amazonas (UFAM), que é responsável pelo atendimento presencial e eletrônico aos estudantes. O DAE atua como intermediário entre os estudantes e a PEI, e pode auxiliar no encaminhamento de solicitações e demandas relacionadas à legislação acadêmica de graduação."
Visão,"A visão da Universidade Federal do Amazonas (UFAM) é ser reconhecida nacional e internacionalmente como uma instituição de excelência no ensino, pesquisa e extensão, contribuindo para o desenvolvimento da região e do país."
Princípios,"Os princípios da UFAM são: ética, transparência, responsabilidade social, compromisso com a qualidade, valorização das pessoas, sustentabilidade e inovação."
Valores,"Os valores da UFAM são: compromisso com a sociedade, respeito à diversidade, diálogo, cooperação, comprometimento, autonomia, participação e excelência."
Competências,"A UFAM tem como competências: formar profissionais qualificados, promover a produção e disseminação do conhecimento, contribuir para o desenvolvimento regional e nacional, e promover a cidadania e a inclusão social."
Descreva os valores que norteiam a legislação acadêmica de graduação da UFAM,"Os valores são: Visão, Princípios, Competências e Atendimento Presencial e Eletrônico. Cada um desses valores possui uma descrição detalhada que está disponível no arquivo CARTA DE SERVIÇOS VERSÃO FEV 2024.txt2. Para visualizar a descrição de cada valor, você pode pesquisar pelo seu nome no arquivo."
Qual é a visão da Universidade Federal do Amazonas,"A visão da Universidade Federal do Amazonas é ser uma instituição de referência, comprometida com a formação de cidadãos críticos e éticos, com relevante produção de conhecimento e transformação social na região amazônica."
o que é a Câmara de Ensino e Graduação (CEG)?,"A Câmara de Ensino e Graduação (CEG) é um órgão colegiado vinculado à Pró-Reitoria de Ensino de Graduação (PROEG) da Universidade Federal do Amazonas (UFAM). Ela tem como competência deliberar sobre matrícula, trancamento de matrícula, transferências, aproveitamento de estudos, entre outros assuntos relacionados à graduação."
O que é o departamento de apoio ao ensino?,"O Departamento de Apoio ao Ensino (DAE) é um departamento da Pró-Reitoria de Ensino de Graduação (PROEG) que tem como funções principais a coordenação e o planejamento de atividades relacionadas ao ensino de graduação. Além disso, o DAE também é responsável pela elaboração de editais, seleção de bolsistas e gerenciamento de programas de apoio ao ensino."
Qual o objetivo da Carta de Serviços da Proeg da UFAM?,"A Carta de Serviços da Proeg da UFAM tem como objetivo informar a comunidade acadêmica e demais públicos sobre os serviços oferecidos pela instituição, facilitando o diálogo e o acesso aos trâmites administrativos relacionados aos processos acadêmicos."
Qual o embasamento legal para a elaboração da Carta de Serviços da Proeg da UFAM?,"A Carta de Serviços da Proeg da UFAM foi elaborada de acordo com o que é preconizado pela Lei nº 13.460, de 2017, que determina que a Carta de Serviços ao Usuário tem como objetivo informar sobre os serviços oferecidos pela instituição."
Qual é o objetivo da Carta de Serviços da Proeg?,A Carta de Serviços da Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas tem como objetivo facilitar o diálogo com a Comunidade Acadêmica e demais públicos que necessitam dos serviços relacionados aos trâmites administrativos para processos acadêmicos.
"De acordo com a Lei nº 13.460, qual é o objetivo da Carta de Serviços ao Usuário?","De acordo com a Lei nº 13.460, o objetivo da Carta de Serviços ao Usuário é informar o usuário sobre os serviços oferecidos, os prazos para sua realização e os responsáveis pela sua execução, além de garantir transparência e qualidade no atendimento."
O que é a Carta de Serviços da Proeg?,"A Carta de Serviços da Pró-Reitoria de Ensino de Graduação (Proeg) é um documento elaborado de acordo com a Lei nº 13.460, de 2017, que tem por objetivo informar a comunidade acadêmica e outros públicos sobre os serviços oferecidos pela Proeg relacionados a trâmites administrativos para processos acadêmicos."
O que é a Carta de Serviços da Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas?,A Carta de Serviços da Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas é um documento que tem como objetivo facilitar o diálogo entre a Comunidade Acadêmica e os diversos tipos de públicos que necessitam dos serviços relacionados aos trâmites administrativos para consecução de processos acadêmicos.
"De acordo com a legislação, qual é o objetivo da Carta de Serviços ao Usuário?","De acordo com a Lei nº 13.460, de 2017, o objetivo da Carta de Serviços ao Usuário é informar o usuário sobre os serviços oferecidos pela instituição."
Como obter informações sobre os serviços oferecidos pela Coordenação de Matrícula - CM?,"Para obter informações sobre os serviços oferecidos pela Coordenação de Matrícula - CM, você pode acessar o site da Universidade Federal do Amazonas (UFAM) e procurar pela Carta de Serviços da Pró-Reitoria de Ensino de Graduação (Proeg). Lá, você encontrará todas as informações sobre os serviços oferecidos pela CM e os trâmites administrativos necessários para a sua realização."
O que é a Carta de Serviços da Proeg?,"A Carta de Serviços da Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas é um documento que tem como objetivo facilitar o diálogo entre a Comunidade Acadêmica e os diversos tipos de públicos que necessitam dos serviços relacionados aos trâmites administrativos para a realização de processos acadêmicos. Ela foi elaborada de acordo com a Lei nº 13.460, de 2017, que determina que a Carta de Serviços ao Usuário deve informar sobre os serviços oferecidos."
informar sobre a Carta de Serviços da Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas,"A Carta de Serviços da Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas é um documento elaborado de acordo com a Lei nº 13.460, de 2017 que tem como objetivo informar a Comunidade Acadêmica e outros públicos sobre os serviços relacionados aos trâmites administrativos para a realização de processos acadêmicos. Este documento busca facilitar o diálogo e fornecer informações claras e transparentes sobre os serviços oferecidos pela Proeg."
Qual é o objetivo da Carta de Serviços da Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas?,A Carta de Serviços da Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas tem como objetivo facilitar o diálogo com a Comunidade Acadêmica e com os diversos tipos de público que necessitam dos serviços relacionados aos trâmites administrativos para processos acadêmicos.
"De acordo com a Lei nº 13.460, de 2017, qual é o objetivo da Carta de Serviços ao Usuário?","De acordo com a Lei nº 13.460, de 2017, o objetivo da Carta de Serviços ao Usuário é informar o usuário sobre os serviços oferecidos por determinado órgão ou instituição, visando garantir transparência e eficiência na prestação desses serviços."
Serviço COA,"A Coordenação de Orientação Acadêmica (COA) é responsável por orientar os alunos em relação aos trâmites acadêmicos da Universidade Federal do Amazonas (UFAM). Para solicitar orientação, basta entrar em contato com a COA por meio dos canais de comunicação disponíveis, como e-mail e telefone. A COA também oferece atendimento presencial, mediante agendamento prévio. Fique atento aos prazos e documentações necessárias para a realização dos serviços ofertados."
Quais serviços são ofertados pela COA?,Os serviços ofertados pela COA são: Orientação Acadêmica.
Quais os serviços ofertados pela CPGAA?,Os serviços ofertados pela CPGAA são: Gestão do Arquivo Acadêmico.
O que é a Carta de Serviços da Proeg?,"A Carta de Serviços da Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas é um documento que tem como objetivo facilitar o diálogo com a comunidade acadêmica e outros públicos que necessitam dos serviços administrativos relacionados aos processos acadêmicos. Ela foi elaborada de acordo com a Lei nº 13.460/2017, que prevê a divulgação dos serviços oferecidos ao usuário."
O que é a Carta de Serviços da Pró-Reitoria de Ensino de Graduação (Proeg)?,"A Carta de Serviços da Pró-Reitoria de Ensino de Graduação (Proeg) é um documento elaborado de acordo com a Lei nº 13.460, de 2017 que tem como objetivo informar a comunidade acadêmica e outros públicos sobre os serviços oferecidos pela universidade para trâmites administrativos relacionados a processos acadêmicos."
Quais coordenações são mencionadas na Carta de Serviços da Proeg?,"As coordenações mencionadas na Carta de Serviços da Proeg são Coordenação de Orientação Acadêmica (COA), Coordenação de Matrícula (CM), Coordenação de Registro e Controle (CRC), Coordenação de Registro de Diploma (CRD), Coordenação de Apoio ao Usuário do Sistema Acadêmico (CAUSA) e Comissão Permanente de Gestão do Arquivo Acadêmico (CPGAA)."
O que é a Carta de Serviços da Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas?,"A Carta de Serviços da Proeg é um documento que tem como objetivo facilitar o diálogo com a comunidade acadêmica e com os diversos públicos que necessitam dos serviços relacionados aos processos acadêmicos. Ela foi elaborada de acordo com a Lei nº 13.460/2017, que prevê a disponibilização de informações sobre os serviços prestados aos usuários."
O que é a Carta de Serviços da Proeg?,A Carta de Serviços da Pró-Reitoria de Ensino de Graduação (Proeg) é um documento que facilita o diálogo com a Comunidade Acadêmica e com os diversos tipos de públicos que necessitam dos serviços relacionados aos trâmites administrativos para processos acadêmicos.
Qual é o objetivo da Carta de Serviços da Proeg?,"O objetivo da Carta de Serviços da Proeg é informar o usuário sobre os serviços ofertados pela Universidade Federal do Amazonas e seus respectivos procedimentos, de acordo com o que é estabelecido na Lei nº 13.460, de 2017."
Coordenação de Orientação Acadêmica,Serviços ofertados pela COA
Coordenação de Matrícula,Serviços ofertados pela CM
Quais são os serviços ofertados pela Coordenação de Matrícula (CM)?,"A Coordenação de Matrícula (CM) é responsável por oferecer diversos serviços relacionados aos trâmites administrativos para consecução de processos acadêmicos. Entre os serviços oferecidos pela CM estão: solicitação de matrícula em disciplinas, emissão de histórico escolar, trancamento de matrícula, entre outros."
O que é a Carta de Serviços?,"A Carta de Serviços é um documento elaborado pela Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas que tem como objetivo facilitar o diálogo com a Comunidade Acadêmica e com os diferentes públicos que necessitam dos serviços administrativos relacionados aos processos acadêmicos. Ela está de acordo com o que é preconizado na Lei nº 13.460, de 2017 que dispõe sobre a Carta de Serviços ao Usuário."
Qual o objetivo da Carta de Serviços da Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas?,"O objetivo da Carta de Serviços da Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas é facilitar o diálogo tanto com a Comunidade Acadêmica (alunos, professores e técnicos), quanto com os diversos tipos de públicos que necessitam dos serviços relacionados aos trâmites administrativos para consecução de processos acadêmicos. A Carta foi elaborada de acordo com o preconizado na Lei nº 13.460, de 2017 que dispõem em seu Artigo 7º, Parágrafo 1º, a Carta de Serviços ao Usuário tem por objetivo informar o usuário sobre os serviços."
O que é a Carta de Serviços da Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas?,"A Carta de Serviços da Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas é um documento que contém informações sobre os serviços oferecidos pela Proeg, com o objetivo de facilitar o diálogo com a comunidade acadêmica e demais públicos que necessitam dos serviços relacionados aos trâmites administrativos para processos acadêmicos."
Quais são os serviços oferecidos pela Coordenação de Orientação Acadêmica - COA?,Os serviços oferecidos pela COA estão listados na página 23 de acordo com a Carta de Serviços da Proeg da Universidade Federal do Amazonas.
Quais são os serviços oferecidos pela Coordenação de Matrícula - CM?,Os serviços oferecidos pela CM estão listados na página 25 de acordo com a Carta de Serviços da Proeg da Universidade Federal do Amazonas.
Quais os serviços oferecidos pela COA?,A COA oferece serviços de orientação acadêmica.
Quais os serviços oferecidos pela CRC?,A CRC oferece serviços de registro e controle de processos acadêmicos.
Quais são os serviços oferecidos pela COA?,"A COA oferece serviços de orientação acadêmica para atender os alunos, professores e técnicos, com o objetivo de facilitar o diálogo e auxiliar no trâmite administrativo para a realização de processos acadêmicos."
O que é a Carta de Serviços da Pró-Reitoria de Ensino de Graduação?,A Carta de Serviços da Proeg é um documento elaborado de acordo com a Lei nº 13.460/2017 que tem como objetivo informar os usuários sobre os serviços oferecidos pela Universidade Federal do Amazonas (UFAM) relacionados aos trâmites administrativos para processos acadêmicos.
serviços ofertados pela COA,"A Coordenação de Orientação Acadêmica (COA) é responsável por orientar os alunos quanto às normas e procedimentos acadêmicos da UFAM. Para ter acesso aos serviços da COA, os alunos devem se dirigir à sala da coordenação ou enviar um e-mail para coa@ufam.edu.br. Entre os serviços ofertados pela COA estão: orientação sobre matrícula, informação sobre grade curricular, solicitação de trancamento de matrícula, entre outros."
serviços ofertados pela CM,"A Coordenação de Matrícula (CM) é responsável por realizar os processos de matrícula dos alunos da UFAM. Para ter acesso aos serviços da CM, os alunos devem acessar o sistema acadêmico da universidade ou comparecer à sala da coordenação. Entre os serviços ofertados pela CM estão: emissão de declarações, solicitação de ajuste de matrícula, cancelamento de disciplinas, entre outros."
O que é a Carta de Serviços?,"A Carta de Serviços da Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas é um documento que tem como objetivo informar os usuários sobre os serviços oferecidos pela Instituição, facilitando o diálogo e o acesso aos trâmites administrativos relacionados aos processos acadêmicos. Ela foi elaborada de acordo com o que preconiza a Lei nº 13.460/2017, que determina a criação de uma Carta de Serviços para informar os usuários sobre os serviços disponíveis."
O que é a carta de serviços da UFAM?,"A carta de serviços da UFAM é um documento em formato digital disponível no site da Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas, que tem como objetivo promover a transparência das informações sobre os serviços ofertados pela instituição, as formas de acesso a esses serviços, os compromissos e padrões de qualidade no atendimento ao público. O documento é organizado por Departamentos e Coordenações, e possui informações de contato para atendimento presencial e eletrônico."
Quem é responsável pelos fluxos de processos administrativos e acadêmicos da Universidade Federal do Amazonas?,O órgão responsável pelos fluxos de processos administrativos e acadêmicos da Universidade Federal do Amazonas é a Pró-Reitoria de Ensino de Graduação (Proeg).
Qual é o horário de funcionamento da Proeg?,"A Proeg funciona de segunda a sexta-feira, das 8h às 12h e das 13h às 17h."
O que é a Lei Federal nº 13.460/2017?,"A Lei Federal nº 13.460/2017 é a lei que regulamenta a participação, proteção e defesa dos direitos do usuário dos serviços públicos prestados pelos órgãos e entidades da Administração Pública direta, indireta e fundacional do Poder Executivo."
Quais são os horários de funcionamento da Proeg?,"A Proeg funciona de segunda a sexta-feira, das 8h às 12h e das 13h às 17h."
Quais são os serviços ofertados pela Proeg?,"Os serviços ofertados pela Proeg são: fluxos de processos administrativos e acadêmicos, orientações sobre a legislação acadêmica de Graduação da Universidade Federal do Amazonas (UFAM), informações sobre a prestação de serviços e a forma de acesso a esses serviços."
Qual é o endereço eletrônico da Proeg?,O endereço eletrônico da Proeg é www.proeg.ufam.edu.br
O que é a Carta de Serviços?,"A Carta de Serviços é um documento elaborado pela Proeg com o objetivo de dar transparência e disponibilizar informações precisas sobre os serviços oferecidos pela instituição. O documento está disponível em formato digital no site da Proeg e contém uma lista de serviços organizados por departamentos e coordenações, com os respectivos contatos para atendimento presencial ou eletrônico."
Quais são os usuários dos serviços públicos de acordo com a Lei nº 13.460/2017?,"De acordo com a Lei nº 13.460/2017, usuários dos serviços públicos são as pessoas físicas ou jurídicas que se beneficiam ou utilizam, efetiva ou potencialmente, de serviço público. Isso inclui a sociedade em geral, organizações privadas e agentes públicos que exerçam cargo, emprego ou função pública, de natureza civil ou militar, ainda que transitoriamente ou sem remuneração."
O que é a Carta de Serviços da Proeg?,"A Carta de Serviços da Proeg é um documento no formato de PDF e com hyperlinks no site da Proeg que contém informações precisas sobre os serviços ofertados pela Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas (UFAM). Seu objetivo é dar transparência aos serviços, formas de acesso e compromissos de atendimento ao público. O documento é destinado à sociedade em geral, instituições públicas, organizações da sociedade civil, entidades da Administração Pública direta e indireta, bem como a quem exerce cargo, emprego ou função pública, seja de natureza civil ou militar."
Quem são os beneficiários dos serviços oferecidos pela Proeg?,"Os beneficiários dos serviços oferecidos pela Proeg são a sociedade em geral, organizações privadas, agentes públicos, governo, instituições públicas, organizações da sociedade civil e entidades da Administração Pública direta e indireta."
Qual o endereço eletrônico da Proeg?,O endereço eletrônico da Proeg é www.proeg.ufam.edu.br.
Quais são os principais serviços da Proeg?,"A Proeg oferece diversos serviços administrativos e acadêmicos, tais como processos seletivos, matrículas, emissão de diplomas, entre outros. Esses serviços são acessíveis a toda a comunidade universitária, incluindo alunos, professores e técnicos administrativos, e também a sociedade em geral."
Como posso acessar a Carta de Serviços da Proeg?,"A Carta de Serviços da Proeg está disponível em formato digital no site da Proeg, onde é possível encontrar informações detalhadas sobre os serviços oferecidos, seus compromissos e padrões de qualidade de atendimento. Além disso, o documento conta com hyperlinks que facilitam a busca por informações específicas, tornando o acesso mais fácil e transparente para todos os usuários."
o que é um usuário de serviços públicos?,"De acordo com a Lei Federal nº 13.460/2017, usuário de serviços públicos é a pessoa física ou jurídica que se beneficia ou utiliza, efetiva ou potencialmente, de serviço público. Ou seja, são todas as pessoas que utilizam ou podem utilizar os serviços oferecidos pela Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas."
qual é o endereço eletrônico da Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas?,O endereço eletrônico da Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas é www.proeg.ufam.edu.br.
O que é a carta de serviços?,"A Carta de Serviços é um documento elaborado pela Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas (UFAM), que tem como objetivo fornecer informações precisas e transparentes sobre os serviços ofertados pela instituição, bem como as formas de acesso a esses serviços, os compromissos e os padrões de qualidade de atendimento ao público."
Qual a definição de usuário?,"O usuário é definido pela Lei Federal nº 13.460/2017 como a pessoa física ou jurídica que se beneficia ou utiliza, efetiva ou potencialmente, de serviço público (art.2º, Inciso I). Ou seja, são aqueles que necessitam ou utilizam os serviços públicos oferecidos pela Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas (UFAM)."
Onde está disponível a carta de serviços da Proeg?,"A carta de serviços da Proeg está disponível em formato digital, no site da Proeg, contendo lista de serviços separados por Departamentos e Coordenações e com os contatos disponíveis para atendimento presencial e eletrônico. O endereço eletrônico é www.proeg.ufam.edu.br."
Quem pode ter acesso à Carta de Serviços VERSÃO FEV 2024?,"A Carta de Serviços VERSÃO FEV 2024 pode ser acessada por todos os usuários da Proeg, incluindo a sociedade em geral, organizações privadas, agentes públicos, pessoas físicas ou jurídicas, além dos usuários dos serviços públicos."
Quais são as informações disponíveis na Carta de Serviços VERSÃO FEV 2024?,"A Carta de Serviços VERSÃO FEV 2024 contém informações sobre os serviços prestados pela Proeg, as formas de acesso a esses serviços, os compromissos e padrões de qualidade de atendimento ao público, além dos contatos disponíveis para atendimento presencial e eletrônico. O documento também inclui uma lista de serviços separados por Departamentos e Coordenações, permitindo que os usuários, principalmente os alunos, possam buscar as informações que necessitam de forma mais rápida e eficiente."
Quanto é o horário de funcionamento do órgão?,"O horário de funcionamento é de segunda a sexta-feira, das 8h às 12h e das 13h às 17h."
O que é a Proeg?,"É a Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas, responsável pelos fluxos de processos administrativos e acadêmicos."
Qual o endereço do órgão responsável pelos fluxos de processos administrativos e acadêmicos?,"O endereço é Av. Rodrigo Otávio, 6.200, Coroado 1, Campus Universitário Senador Arthur Virgílio Filho - Setor Norte, Reitoria. CEP 69080-900, ManausAM."
Quais são os representantes da Pró-Reitoria de Ensino de Graduação da Universidade Federal do Amazonas?,"Os representantes são: David Lopes Neto como Pró-Reitor, Vanessa Klisia de Aguiar Gonçalves Ferreira como Pró-Reitora Adjunta, Silvia Cristina Conde Nogueira como Procuradora Educacional Institucional (PEI) e Rayanne Pacheco da Costa como Secretária da Câmara de Ensino de Graduação."
O que é a Carta de Serviços da UFAM?,"A Carta de Serviços da UFAM é um documento que tem a finalidade de dar transparência às informações sobre os serviços oferecidos pela Proeg, incluindo as formas de acesso a esses serviços e os compromissos e padrões de qualidade de atendimento ao público. A carta está disponível em formato digital no site da Proeg e contém uma lista de serviços separados por departamentos e coordenações, além de informações de contato para atendimento presencial e eletrônico."
Qual o objetivo da Carta de Serviços?,"A Carta de Serviços tem a finalidade de dar o máximo de transparência, com informações precisas sobre os serviços ofertados pela Proeg, e, sobretudo, como pode ser solicitado pelo usuário. A sistematização do documento no modelo de Carta (PDF) e hyperlinks (Site Proeg) permite que todos os usuários, principalmente, nossos alunos, possam mais facilmente buscar as informações que necessitam. Assim, a carta está publicada em formato digital, no site da Proeg, contendo lista de serviços separados por Departamentos e Coordenações e com os contatos disponíveis para atendimento presencial e eletrônico."
O que é a Carta de Serviços da Proeg?,"A Carta de Serviços da Proeg é um documento que tem a finalidade de dar transparência e informar de forma precisa sobre os serviços oferecidos pela Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas (UFAM). O documento está disponível em formato digital no site da Proeg e contém uma lista dos serviços oferecidos, separados por departamentos e coordenações, com os contatos disponíveis para atendimento presencial e eletrônico. O objetivo é facilitar o acesso às informações pelos usuários, principalmente os alunos da universidade."
Qual é o objetivo da carta de serviços da Proeg?,"A carta de serviços da Proeg tem a finalidade de dar o máximo de transparência, com informações precisas sobre os serviços ofertados pela Proeg, e, sobretudo, como pode ser solicitado pelo usuário. A sistematização do documento no modelo de Carta (PDF) e hyperlinks (Site Proeg) permite que todos os usuários, principalmente, nossos alunos, possam mais facilmente buscar as informações que necessitam."
Quais são os usuários dos serviços públicos de acordo com a Lei Federal nº 13.460/2017?,"Os usuários dos serviços públicos são as pessoas físicas ou jurídicas que se beneficiam ou utilizam, efetiva ou potencialmente, de serviço público (art.2º, Inciso I), incluindo sociedade público em geral, organizações privadas, agentes públicos, governo, instituições públicas, organizações da sociedade civil e entidades da Administração Pública direta e indireta."
O que é a Carta de Serviços?,"A Carta de Serviços é um documento que tem a finalidade de dar transparência às informações sobre os serviços ofertados pela Proeg, contendo a lista de serviços separados por departamentos e coordenações e com os contatos disponíveis para atendimento presencial e eletrônico. Essas informações estão disponíveis no formato digital, no site da Proeg. "
Quais são os usuários dos serviços públicos?,"Os usuários dos serviços públicos são as pessoas físicas ou jurídicas que se beneficiam ou utilizam, efetiva ou potencialmente, de serviço público. Segundo a Lei Federal nº 13.460/2017, os usuários são definidos como o cidadão, a sociedade em geral, as organizações privadas, os agentes públicos, o governo, as instituições públicas, as organizações da sociedade civil e as entidades da administração pública direta e indireta."
Quem pode se beneficiar dos serviços prestados pela Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas (UFAM)?,"Os usuários dos serviços públicos, incluindo a sociedade em geral, organizações privadas, agentes públicos, governo, instituições públicas, organizações da sociedade civil e entidades da administração pública direta e indireta."
Onde posso encontrar a Carta de Serviços da Proeg da UFAM?,"A carta de serviços pode ser encontrada em formato digital no site da Proeg, contendo uma lista de serviços separados por departamentos e coordenações, bem como os contatos disponíveis para atendimento presencial e eletrônico. O endereço eletrônico é www.proeg.ufam.edu.br."
O que é a Carta de Serviços da Proeg?,"A Carta de Serviços da Proeg é um documento que tem como objetivo fornecer informações precisas e transparentes sobre os serviços oferecidos pela Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas (UFAM). O documento está disponível em formato digital no site da Proeg e contém uma lista dos serviços oferecidos, separados por departamentos e coordenações, além dos contatos disponíveis para atendimento presencial e eletrônico. A carta é voltada para a sociedade em geral, incluindo usuários dos serviços públicos, organizações privadas e agentes públicos."
