Instruction,Response
"Qual é o artigo que estabelece procedimentos para a habilitação no regime instituído pelo art. 55 da Lei nº 11.196, de 2005?","O artigo 2º estabelece procedimentos para a habilitação no regime instituído pelo art. 55 da Lei nº 11.196, de 2005."
O que é o artigo 1º?,"O Artigo 1º determina que a Instrução Normativa estabelece procedimentos para a habilitação no regime instituído pelo art. 55 da Lei nº 11.196, de 2005, que suspende a exigibilidade das contribuições incidentes na venda ou na importação de máquinas utilizadas na fabricação de papéis destinados à impressão de jornais e periódicos."
Quais são os códigos de classificação dos papéis que se enquadram na suspensão de exigibilidade?,"Os códigos de classificação dos papéis que se enquadram na suspensão de exigibilidade são: 4801.00.10, 4801.00.90, 4802.61.91, 4802.61.99, 4810.19.89 e 4810.22.90, todos da Tipi."
O que é a Instrução Normativa 1.632/2006?,"A Instrução Normativa 1.632/2006 estabelece procedimentos para a habilitação no regime instituído pelo art. 55 da Lei nº 11.196, de 2005, que suspende a exigibilidade das contribuições incidentes na venda ou na importação de máquinas utilizadas na fabricação de papéis destinados à impressão de jornais e periódicos."
Qual é o âmbito de aplicação?,O âmbito de aplicação é estabelecer procedimentos para a habilitação no regime de suspensão das contribuições incidentes na venda ou importação de máquinas utilizadas na fabricação de papéis destinados à impressão de jornais e periódicos.
Quais são as suspensões previstas?,"As suspensões previstas são da Contribuição para o PIS/Pasep e da Contribuição para o Financiamento da Seguridade Social (Cofins) incidentes sobre a receita decorrente da venda no mercado interno, e da Contribuição para o PIS/Pasep-Importação e da Cofins-Importação, quando os referidos bens forem importados por pessoa jurídica industrial habilitada ao regime, para incorporação ao seu ativo imobilizado."
O que estabelece esta Instrução Normativa?,"Esta Instrução Normativa estabelece procedimentos para a habilitação no regime instituído pelo art. 55 da Lei nº 11.196, de 2005, que suspende a exigibilidade das contribuições incidentes na venda ou na importação de máquinas utilizadas na fabricação de papéis destinados à impressão de jornais e periódicos."
"De acordo com a legislação acadêmica de Graduação da UFAM, a Instrução Normativa estabelece procedimentos para a habilitação no regime instituído pelo art. 55 da Lei nº 11.196, de 2005, que suspende a exigibilidade das contribuições incidentes na venda ou na importação de máquinas utilizadas na fabricação de papéis destinados à impressão de jornais e periódicos. Para obter a habilitação, é necessário seguir as instruções previstas no art. 1º, que estabelece o âmbito de aplicação da norma.","Para obter a habilitação, é necessário seguir as instruções previstas no art. 1º, que estabelece o âmbito de aplicação da norma."
Qual é o âmbito de aplicação desta Instrução Normativa?,"Esta Instrução Normativa estabelece procedimentos para a habilitação no regime instituído pelo art. 55 da Lei nº 11.196, de 2005, que suspende a exigibilidade das contribuições incidentes na venda ou na importação de máquinas utilizadas na fabricação de papéis destinados à impressão de jornais e periódicos."
Qual é a abrangência desta Instrução Normativa?,"Esta Instrução Normativa estabelece procedimentos para a habilitação no regime instituído pelo art. 55 da Lei nº 11.196, de 2005, que suspende a exigibilidade das contribuições incidentes na venda ou na importação de máquinas utilizadas na fabricação de papéis destinados à impressão de jornais e periódicos."
Qual é o prazo para suspensão da exigibilidade das contribuições?,"A suspensão da exigibilidade das contribuições é válida até 30 de abril de 2008, ou até que a produção nacional de papéis destinados à impressão de jornais e periódicos atenda a 80% do consumo interno."
Qual é o artigo da Lei nº 11.196 de 2005 que instituiu o regime de suspensão das contribuições incidentes na venda ou importação de máquinas utilizadas na fabricação de papéis destinados à impressão de jornais e periódicos?,O artigo instituído é o art. 55.
Quem está habilitado a suspensão da exigibilidade das contribuições incidentes na venda ou importação de máquinas utilizadas na fabricação de papéis destinados à impressão de jornais e periódicos?,A pessoa jurídica industrial que adquirir os bens para incorporação ao seu ativo imobilizado está habilitada à suspensão da exigibilidade.
O que estabelece a instrução normativa? ,"Estabelece procedimentos para a habilitação no regime instituído pelo art. 55 da Lei nº 11.196, de 2005, que suspende a exigibilidade das contribuições incidentes na venda ou na importação de máquinas utilizadas na fabricação de papéis destinados à impressão de jornais e periódicos."
Qual é o prazo para efetuar as vendas com suspensão de exigibilidade?,"As vendas devem ser efetuadas até 30 de abril de 2008, ou até que a produção nacional desses papéis atenda a 80 (oitenta por cento) do consumo interno."
Qual é o objetivo desta Instrução Normativa?,"Esta Instrução Normativa estabelece procedimentos para a habilitação no regime instituído pelo art. 55 da Lei nº 11.196, de 2005, que suspende a exigibilidade das contribuições incidentes na venda ou na importação de máquinas utilizadas na fabricação de papéis destinados à impressão de jornais e periódicos."
Quais são os documentos necessários para a habilitação ao regime?,"Para a habilitação ao regime, é necessário apresentar a aquisição ou importação de máquinas e equipamentos a serem utilizados na produção de papéis destinados à impressão de jornais ou de papéis, além de efetuar até 30 de abril de 2008, ou até que a produção nacional desses papéis atenda a 80 (oitenta por cento) do consumo interno."
Qual a função desta instrução normativa?,"Esta Instrução Normativa estabelece procedimentos para a habilitação no regime instituído pelo art. 55 da Lei nº 11.196, de 2005, que suspende a exigibilidade das contribuições incidentes na venda ou na importação de máquinas utilizadas na fabricação de papéis destinados à impressão de jornais e periódicos."
"O que é o regime instituído pelo art. 55 da Lei nº 11.196, de 2005?","O regime instituído pelo art. 55 da Lei nº 11.196, de 2005, é um regime que suspende a exigibilidade das contribuições incidentes na venda ou na importação de máquinas utilizadas na fabricação de papéis destinados à impressão de jornais e periódicos."
Quais são as contribuições que são suspensas pela habilitação ao regime?,"As contribuições que são suspensas pela habilitação ao regime são: a Contribuição para o PIS/Pasep, a Contribuição para o Financiamento da Seguridade Social (Cofins), a Contribuição para o PIS/Pasep-Importação e a Cofins-Importação."
Quem poderá requerer a habilitação?,A habilitação de que trata o art. 3º somente poderá ser requerida por pessoa jurídica.
A pessoa jurídica é quem pode requerer a habilitação,Somente a pessoa jurídica é beneficiária do regime de suspensão de que trata esta Instrução Normativa.
"O Regime de obrigatoriedade da habilitação, só pode ser aplicado às pessoas jurídicas previamente habilitadas pela SRF","A pessoa jurídica, para ser beneficiária do Regime de suspensão, deve estar previamente habilitada pela SRF."
"Sendo assim, somente as pessoas jurídicas que já possuem habilitação da Secretaria da Receita Federal (SRF) podem ser beneficiárias do regime de suspensão descrito na Instrução Normativa citada.","De acordo com o texto, apenas as pessoas jurídicas que possuem habilitação prévia pela Secretaria da Receita Federal (SRF) podem se beneficiar do regime de suspensão mencionado na Instrução Normativa."
A habilitação prevista no art. 4º pode ser solicitada apenas por pessoa jurídica.,Apenas pessoa jurídica pode solicitar a habilitação mencionada no art. 4º.
A pessoa jurídica é beneficiária do regime de suspensão de que trata esta Instrução Normativa,O regime de suspensão é exclusivo para pessoa jurídica previamente habilitada pela Secretaria da Receita Federal (SRF).
Qual artigo trata da obrigatoriedade da habilitação?,Art. 3º
Quem pode requerer a habilitação?,Pessoa jurídica
Habilitação,Somente a pessoa jurídica previamente habilitada pela Secretaria da Receita Federal (SRF) é beneficiária do regime de suspensão de que trata esta Instrução Normativa.
"A instrução é: Segundo a portaria 1632/2006, o benefício de suspensão tributária só pode ser aproveitado por pessoas jurídicas que foram previamente habilitadas pela Secretaria da Receita Federal. Já as pessoas jurídicas que podem solicitar a habilitação são: ","1. Empresas que desejam importar produtos sem a incidência de impostos, desde que os produtos sejam destinados a pesquisas científicas ou tecnológicas. 2. Empresas que desejam importar produtos destinados a projetos de desenvolvimento de tecnologia, desde que tais projetos sejam aprovados pela autoridade competente."
"De acordo com o art. 3º desta portaria, o regime de suspensão só pode ser aplicado à pessoa jurídica que, antes, foi habilitada pela Secretaria da Receita Federal. Sendo assim, apenas as pessoas jurídicas que se adequam a tal condição podem usufruir deste benefício.",Art. 3º Somente a pessoa jurídica previamente habilitada pela Secretaria da Receita Federal (SRF) é beneficiária do regime de suspensão de que trata esta Instrução Normativa.
A quem se aplica o regime de suspensão?,O regime de suspensão se aplica somente a pessoa jurídica previamente habilitada pela Secretaria da Receita Federal (SRF).
A habilitação de que trata o art. 3º somente poderá ser requerida por pessoa jurídica:,Somente a pessoa jurídica previamente habilitada pela Secretaria da Receita Federal (SRF) é beneficiária do regime de suspensão de que trata esta Instrução Normativa.
Da obrigatoriedade da habilitação Art. 3º Somente a pessoa jurídica previamente habilitada pela Secretaria da Receita Federal (SRF) é beneficiária do regime de suspensão de que trata esta Instrução Normativa. Das pessoas jurídicas que podem requerer a habilitação Art. 4º A habilitação de que trata o art. 3º somente poderá ser requerida por pessoa jurídica:,A pessoa jurídica que deseja se beneficiar do regime de suspensão deve ter sido previamente habilitada pela Secretaria da Receita Federal (SRF). A habilitação de que trata o art. 3º pode ser requerida apenas por pessoa jurídica.
Quais são as pessoas jurídicas que podem requerer a habilitação?,A habilitação de que trata o art. 3º somente poderá ser requerida por pessoa jurídica.
A habilitação de que trata o art. 3º somente poderá ser requerida por pessoa jurídica,Somente a pessoa jurídica previamente habilitada pela Secretaria da Receita Federal (SRF) é beneficiária do regime de suspensão de que trata esta Instrução Normativa.
A habilitação só pode ser requerida por pessoa jurídica.,Art. 4º
Qual o artigo que trata do regime de suspensão?,O artigo 3º trata do regime de suspensão.
A pessoa jurídica que pode requerer a habilitação é:,A pessoa jurídica que pode requerer a habilitação é a pessoa jurídica previamente habilitada pela Secretaria da Receita Federal (SRF).
O artigo 3º especifica o regime em que apenas pessoas jurídicas habilitadas pela Secretaria da Receita Federal (SRF) são consideradas beneficiárias. O artigo 4º complementa a informação anterior ao especificar que apenas pessoas jurídicas podem requerer a habilitação em questão.,O artigo 3º especifica que apenas pessoas jurídicas habilitadas pela Secretaria da Receita Federal (SRF) são beneficiárias do regime de suspensão estabelecido pela Instrução Normativa. O artigo 4º complementa essa informação ao especificar que apenas pessoas jurídicas podem solicitar a habilitação em questão.
A Instrução Normativa trata do Regime de obrigatoriedade da habilitação.,A pessoa jurídica deve ser previamente habilitada pela Secretaria da Receita Federal (SRF) para ser beneficiária do regime de suspensão.
Art. 4º A habilitação de que trata o art. 3º somente poderá ser requerida por pessoa jurídica:,Somente a pessoa jurídica previamente habilitada pela Secretaria da Receita Federal (SRF) é beneficiária do regime de suspensão de que trata esta Instrução Normativa.
A resposta é que a habilitação somente poderá ser requerida por pessoa jurídica.,Art. 4º A habilitação de que trata o art. 3º somente poderá ser requerida por pessoa jurídica.
Esta instrução é que somente a pessoa jurídica previamente habilitada pela Secretaria da Receita Federal (SRF) é beneficiária do regime de suspensão de que trata esta Instrução Normativa.,Somente a pessoa jurídica previamente habilitada pela Secretaria da Receita Federal (SRF) é beneficiária do regime de suspensão.
Apenas pessoa jurídica previamente habilitada pela Secretaria da Receita Federal (SRF) é beneficiária do regime de suspensão,Ser pessoa jurídica previamente habilitada pela Secretaria da Receita Federal (SRF) é um requisito para ser beneficiário do regime de suspensão
"Qual o objetivo da Resolução nº 021/2007 do Conselho de Ensino, Pesquisa e Extensão da UFAM?","O objetivo da Resolução nº 021/2007 do Conselho de Ensino, Pesquisa e Extensão da UFAM é estabelecer e consolidar normas para o processo de Aproveitamento de Estudos, com o intuito de otimizar o processo de administração acadêmica da universidade."
Qual é a definição de Aproveitamento de Estudos?,"Aproveitamento de Estudos é o processo de aceitação dos estudos realizados em cursos de graduação autorizados ou reconhecidos pelo Ministério da Educação ou de instituições estrangeiras de Educação Superior pela Universidade Federal do Amazonas (UFAM), desde que atendidas as condições estabelecidas pela Resolução nº 021/2007 do Conselho de Ensino, Pesquisa e Extensão (CONSEPE). O objetivo do Aproveitamento de Estudos é otimizar o processo de administração acadêmica da UFAM."
"Qual é a função da Resolução nº 021/2007 do Conselho de Ensino, Pesquisa e Extensão da Universidade Federal do Amazonas?","A Resolução nº 021/2007 tem como função estabelecer e consolidar normas para o Aproveitamento de Estudos, visando otimizar o processo de administração acadêmica da UFAM."
Quais são os critérios básicos para o Aproveitamento de Estudos segundo a Resolução nº 021/2007?,"Os critérios básicos para o Aproveitamento de Estudos são: densidade, qualidade e adequação. Densidade refere-se à carga horária da disciplina de origem comparada à da UFAM. Qualidade diz respeito ao conteúdo programático da disciplina de origem comparado ao da UFAM. Adequação refere-se à identificação dos objetivos da disciplina de origem com os da disciplina de destino."
Sobre o que trata a Resolução nº 021/2007 do CONSEPE da UFAM?,"A Resolução nº 021/2007 do CONSEPE da UFAM trata sobre o Aproveitamento de Estudos, estabelecendo e consolidando normas para otimização do processo de administração acadêmica da universidade."
Quais são os critérios básicos para o Aproveitamento de Estudos?,"Os critérios básicos para o Aproveitamento de Estudos são: Densidade, Qualidade e Adequação. O primeiro se refere à carga horária da disciplina de origem com a da UFAM, o segundo ao conteúdo programático e o terceiro aos objetivos da disciplina de destino."
Quais são as normas que regem o Aproveitamento de Estudos na UFAM?,"As normas que regem o Aproveitamento de Estudos na UFAM são estabelecidas pela Resolução nº 021/2007 do Conselho de Ensino, Pesquisa e Extensão (CONSEPE) e têm como objetivo otimizar o processo de administração acadêmica da universidade. O Aproveitamento de Estudos consiste na aceitação, pela UFAM, dos estudos realizados em cursos de graduação autorizados ou reconhecidos pelo Ministério da Educação, tanto no Brasil quanto em instituições estrangeiras de Educação Superior, desde que atendam aos critérios estabelecidos nesta Resolução."
O que é Aproveitamento de Estudos?,"Aproveitamento de Estudos é um processo de aceitação, pela UFAM, dos estudos realizados em cursos de graduação autorizados ou reconhecidos no Brasil pelo Ministério da Educação ou oriundos de instituições estrangeiras de Educação Superior."
Quais são os critérios básicos para o Aproveitamento de Estudos?,Os critérios básicos para o Aproveitamento de Estudos são: I. Densidade: a identificação da carga horária da disciplina de origem com a da UFAM; II. Qualidade: a identificação do conteúdo programático da disciplina de origem com o da UFAM; III. Adequação: a identificação dos objetivos da disciplina de origem com aqueles da disciplina de destino.
Quais são os critérios básicos do Aproveitamento de Estudos?,"Os critérios básicos do Aproveitamento de Estudos são Densidade, Qualidade e Adequação."
O que é considerado Aproveitamento de Estudos de acordo com a Resolução nº 021/2007 do CONSEPE?,"Aproveitamento de Estudos, de acordo com a Resolução nº 021/2007 do CONSEPE, é o processo de aceitação dos estudos realizados em cursos de graduação autorizados ou reconhecidos pelo Ministério da Educação, bem como os oriundos de instituições estrangeiras de Educação Superior, pela UFAM, mediante as condições estabelecidas na referida resolução."
O que é exigido pelo parágrafo único do Artigo 70 do Regimento Geral da UFAM?,"Para os fins desta Resolução, considera-se aproveitamento de estudos o processo de aceitação, pela UFAM, dos estudos realizados em cursos de graduação autorizados ou reconhecidos no Brasil pelo Ministério da Educação ou oriundos de instituições estrangeiras de Educação Superior, mediante as condições estabelecidas nesta Resolução."
Quais são as normas que norteiam o Aproveitamento de Estudos?,"As normas que norteiam o Aproveitamento de Estudos, com vistas à otimização do processo de administração acadêmica da UFAM são estabelecidas no Artigo 1º da Resolução nº 021/2007 do CONSEPE."
Qual é o objetivo da resolução?,"O objetivo da resolução é estabelecer e consolidar normas para Aproveitamento de Estudos na Universidade Federal do Amazonas (UFAM), com o intuito de otimizar o processo de administração acadêmica."
Quais são os três critérios básicos para o Aproveitamento de Estudos?,"Os três critérios básicos para o Aproveitamento de Estudos são: Densidade (identificação da carga horária), Qualidade (identificação do conteúdo programático) e Adequação (identificação dos objetivos da disciplina de origem com aqueles da disciplina de destino)."
Quais foram as considerações feitas para a criação das normas de aproveitamento de estudos?,"As considerações feitas para a criação das normas de aproveitamento de estudos foram: o teor do Proc. Nº 046/2006 CONSEPE; a competência prevista no artigo 17, Inciso II, do Estatuto desta Universidade; o disposto no parágrafo único do Artigo 70 do Regimento Geral da UFAM; a regulamentação do referido Artigo 70 do Regimento Geral, apresentada pela Câmara de Ensino de Graduação na sua Resolução nº 003, de 18 de maio de 2006; a Legislação Federal, em especial os Pareceres do Conselho Nacional de Educação; e a decisão tomada por este Conselho em reunião ordinária."
Qual é o objetivo do Aproveitamento de Estudos?,O objetivo do Aproveitamento de Estudos é otimizar o processo de administração acadêmica da UFAM.
Quais são os critérios básicos para o Aproveitamento de Estudos?,"Os critérios básicos para o Aproveitamento de Estudos são: Densidade, Qualidade e Adequação."
Qual o objetivo desta legislação?,"O objetivo desta legislação é estabelecer e consolidar normas para o Aproveitamento de Estudos na Universidade Federal do Amazonas (UFAM), com o intuito de otimizar o processo de administração acadêmica."
Quais são os critérios básicos para o Aproveitamento de Estudos?,"Os critérios básicos para o Aproveitamento de Estudos são: densidade, qualidade e adequação. A densidade diz respeito à carga horária da disciplina de origem, que deve ser equivalente à da UFAM. A qualidade se refere ao conteúdo programático da disciplina de origem, que deve ser compatível com o da UFAM. E a adequação diz respeito à identificação dos objetivos da disciplina de origem com os da disciplina de destino."
As normas que norteiam o Aproveitamento de Estudos.,"O aproveitamento de estudos é o processo de aceitação, pela UFAM, dos estudos realizados em cursos de graduação autorizados ou reconhecidos no Brasil pelo Ministério da Educação ou oriundos de instituições estrangeiras de Educação Superior, mediante as condições estabelecidas na Resolução nº 021/2007."
O que é considerado como aproveitamento de estudos?,"O aproveitamento de estudos é o processo de aceitação, pela UFAM, dos estudos realizados em cursos de graduação autorizados ou reconhecidos no Brasil pelo Ministério da Educação ou oriundos de instituições estrangeiras de Educação Superior, mediante as condições estabelecidas na Resolução nº 021/2007."
Quais são os critérios básicos para o Aproveitamento de Estudos?,"Os critérios básicos para o Aproveitamento de Estudos são: Densidade, Qualidade e Adequação."
Qual é o objetivo da Resolução Nº 021/2007 do CONSEPE?,"O objetivo da Resolução Nº 021/2007 do CONSEPE é estabelecer e consolidar normas para o Aproveitamento de Estudos, com o intuito de otimizar o processo de administração acadêmica da UFAM."
Quais são os critérios básicos para a solicitação de Aproveitamento de Estudos?,"Os critérios básicos para a solicitação de Aproveitamento de Estudos são: densidade, qualidade e adequação. A densidade se refere à carga horária da disciplina de origem em comparação com a da UFAM. A qualidade diz respeito ao conteúdo programático da disciplina de origem em relação ao da UFAM. E a adequação diz respeito aos objetivos da disciplina de origem em relação à disciplina de destino."
"Qual é a competência prevista no artigo 17, Inciso II, do Estatuto da UFAM?",A competência prevista é a de estabelecer e consolidar normas para Aproveitamento de Estudos.
Quais são os três critérios básicos utilizados no Aproveitamento de Estudos?,"Os três critérios básicos utilizados são Densidade, Qualidade e Adequação."
Quais alunos são elegíveis para o processo de Aproveitamento de Estudos?,Aqueles que realizaram estudos em cursos de graduação autorizados ou reconhecidos pelo Ministério da Educação ou oriundos de instituições estrangeiras de Educação Superior.
Quais são os critérios utilizados no Aproveitamento de Estudos?,"Densidade, Qualidade e Adequação. Densidade diz respeito à carga horária da disciplina de origem comparada à da UFAM; Qualidade diz respeito ao conteúdo programático da disciplina de origem comparado ao da UFAM; Adequação refere-se à identificação dos objetivos da disciplina de origem com os da disciplina de destino."
Qual a definição de Aproveitamento de Estudos?,"Para os fins desta Resolução, considerase aproveitamento de estudos o processo de aceitação, pela UFAM, dos estudos realizados em cursos de graduação autorizados ou reconhecidos no Brasil pelo Ministério da Educação ou oriundos de instituições estrangeiras de Educação Superior, mediante as condições estabelecidas nesta Resolução."
Quais são os critérios básicos para o Aproveitamento de Estudos?,O Aproveitamento de Estudos se assenta na aplicação de três critérios básicos: I. Densidade: a identificação da carga horária da disciplina de origem com a da UFAM; II. Qualidade: a identificação do conteúdo programático da disciplina de origem com o da UFAM; III.Adequação: a identificação dos objetivos da disciplina de origem com aqueles da disciplina de destino.
Qual o processo de aplicação dos critérios básicos no aproveitamento de estudos?,"Os critérios básicos para o aproveitamento de estudos são: Densidade, Qualidade e Adequação. No primeiro, é feita a comparação da carga horária da disciplina de origem com a da UFAM; no segundo, é comparado o conteúdo programático da disciplina de origem com o da UFAM; e no terceiro, é feita a identificação dos objetivos da disciplina de origem com aqueles da disciplina de destino."
Quais os tipos de estudos que podem ser aproveitados de acordo com a norma?,"De acordo com a norma, podem ser aproveitados os estudos realizados em cursos de graduação autorizados ou reconhecidos pelo Ministério da Educação no Brasil, assim como os oriundos de instituições estrangeiras de Educação Superior, desde que atendam às condições estabelecidas na Resolução."
Como é definido o aproveitamento de estudos?,"O aproveitamento de estudos é definido como o processo de aceitação, pela UFAM, dos estudos realizados em cursos de graduação autorizados ou reconhecidos no Brasil pelo Ministério da Educação ou oriundos de instituições estrangeiras de Educação Superior, desde que cumpram os critérios estabelecidos nesta Resolução."
Quais são os critérios básicos utilizados para o Aproveitamento de Estudos?,"Os critérios básicos utilizados para o Aproveitamento de Estudos são: a densidade, que consiste na identificação da carga horária da disciplina de origem com a da UFAM; a qualidade, que se baseia na identificação do conteúdo programático da disciplina de origem com o da UFAM; e a adequação, que consiste na identificação dos objetivos da disciplina de origem com aqueles da disciplina de destino."
Como obter Aproveitamento de Estudos?,"Os alunos devem solicitar o Aproveitamento de Estudos, seguindo as normas estabelecidas nesta Resolução, mediante a identificação da carga horária da disciplina de origem, do conteúdo programático e dos objetivos, comparando com os da UFAM."
"Quais as competências do REITOR DA UNIVERSIDADE FEDERAL DO AMAZONAS e PRESIDENTE DO CONSELHO DE ENSINO, PESQUISA E EXTENSÃO?","O REITOR DA UNIVERSIDADE FEDERAL DO AMAZONAS e PRESIDENTE DO CONSELHO DE ENSINO, PESQUISA E EXTENSÃO possuem a competência de estabelecer e consolidar normas para Aproveitamento de Estudos, seguindo as atribuições estatutárias, as deliberações do CONSEPE e a legislação federal."
O que é aproveitamento de estudos?,"Aproveitamento de estudos é o processo de aceitação, pela UFAM, dos estudos realizados em cursos de graduação autorizados ou reconhecidos no Brasil pelo Ministério da Educação ou oriundos de instituições estrangeiras de Educação Superior, mediante as condições estabelecidas na Resolução nº 021/2007 do CONSEPE."
Quais são os critérios básicos para o Aproveitamento de Estudos?,"Os critérios básicos para o Aproveitamento de Estudos são: densidade, qualidade e adequação. Densidade refere-se à carga horária da disciplina de origem em comparação com a da UFAM, qualidade diz respeito ao conteúdo programático da disciplina de origem em relação ao da UFAM e adequação envolve a comparação dos objetivos da disciplina de origem com aqueles da disciplina de destino."
Qual é o objetivo da Resolução nº 021/2007 do CONSEPE?,"A Resolução nº 021/2007 do CONSEPE tem como objetivo estabelecer normas para o processo de Aproveitamento de Estudos na Universidade Federal do Amazonas (UFAM), com o intuito de otimizar a administração acadêmica da instituição."
Quais são os critérios básicos utilizados para o Aproveitamento de Estudos?,"Os critérios básicos utilizados para o Aproveitamento de Estudos são: densidade (identificação da carga horária da disciplina de origem com a da UFAM), qualidade (identificação do conteúdo programático da disciplina de origem com o da UFAM) e adequação (identificação dos objetivos da disciplina de origem com aqueles da disciplina de destino)."
Quais são as normas que norteiam o Aproveitamento de Estudos?,"De acordo com o Artigo 1º da Resolução nº 021/2007, as normas que norteiam o Aproveitamento de Estudos são estabelecidas com o objetivo de otimizar o processo de administração acadêmica da UFAM."
O que é considerado Aproveitamento de Estudos de acordo com a Resolução nº 021/2007?,"De acordo com o parágrafo único do Artigo 70 do Regimento Geral da UFAM, considera-se Aproveitamento de Estudos o processo de aceitação dos estudos realizados em cursos de graduação autorizados ou reconhecidos pelo Ministério da Educação ou de instituições estrangeiras de Educação Superior, desde que atendam às condições estabelecidas na Resolução."
Disciplinas cursadas na UFAM,"I. Selecione a disciplina desejada e verifique se ela consta no quadro de equivalência da UFAM. Se sim, realize a matrícula normalmente. Se não, siga as seguintes instruções: 1. Acesse a página da Coordenação de Curso e busque o formulário de solicitação de aproveitamento de disciplinas; 2. Preencha o formulário com a disciplina que deseja aproveitar, incluindo a instituição de origem e o código da disciplina; 3. Anexe o histórico escolar original com as informações completas da disciplina cursada na outra instituição; 4. Aguarde o parecer técnico do Departamento Acadêmico ou do professor responsável pela disciplina; 5. Caso a solicitação seja aprovada, a disciplina será aproveitada e você será notificado para realizar a matrícula."
Digite os dados da disciplina,"Digite o nome da disciplina, o código, a carga horária e a Instituição de Ensino Superior em que foi cursada"
Qual a competência da Coordenação de Curso?,"O Coordenador do Curso é o responsável pela análise dos critérios de Densidade, Qualidade e Adequação para o aproveitamento de estudos pela via processual."
Como deve ser feito o aproveitamento de estudos pela via processual?,"O aproveitamento de estudos deve obedecer aos trâmites estabelecidos no Art. 5º da Resolução, que incluem análise de adequação, solicitação de parecer técnico e observância de requisitos como Densidade mínima de setenta e cinco por cento (75), Qualidade mínima de setenta e cinco por cento (75) e adequação dos objetivos das disciplinas."
Estudos pela via processual (AE),"De acordo com o Art. 4, cabe à Coordenação de Curso a aplicação dos critérios de Densidade, Qualidade e Adequação. Para o exame de Qualidade, o Coordenador do Curso pode solicitar parecer técnico ao Departamento Acadêmico ou ao professor responsável pela disciplina, caso não haja um Departamento Acadêmico. A decisão final é de competência da Coordenação do Curso e deve ser submetida à apreciação do Colegiado do Curso."
"Descreva a competência da Coordenação de Curso a aplicação dos critérios de Densidade, Qualidade e Adequação.","O Art. 4 da Resolução informa que compete exclusivamente à Coordenação de Curso a aplicação dos critérios de Densidade, Qualidade e Adequação, para o aproveitamento de estudos pela via processual (AE). Para subsidiar o exame de Qualidade, o Coordenador do Curso poderá solicitar parecer técnico ao Departamento Acadêmico. Em caso de inexistência de Departamento Acadêmico, o parecer técnico deverá ser solicitado ao professor responsável pela disciplina. O parecer conclusivo é de competência da Coordenação do Curso, sendo necessário submeter a decisão à apreciação do Colegiado do Curso."
Como é feito o aproveitamento de estudos pela via processual?,O aproveitamento de estudos pela via processual deverá obedecer aos trâmites enumerados a seguir.
Quais são as condições para que seja concedido o Aproveitamento de Estudos entre a disciplina de origem e a de destino?,"Será concedido o Aproveitamento de Estudos entre a disciplina de origem e a de destino se houver concomitantemente Densidade mínima de setenta e cinco por cento (75), Qualidade mínima de setenta e cinco por cento (75) e Adequação dos objetivos das disciplinas."
Como será concedido o aproveitamento de estudos?,"O Aproveitamento de Estudos será concedido entre a disciplina de origem e a de destino se, simultaneamente, a disciplina possuir uma densidade mínima de 75% e uma qualidade mínima de 75%, bem como se os objetivos das disciplinas forem adequados. Nos demais casos, o aproveitamento de estudos será negado."
"Quem é responsável por aplicar os critérios de Densidade, Qualidade e Adequação?","A aplicação dos critérios de Densidade, Qualidade e Adequação é de responsabilidade exclusiva da Coordenação de Curso. Em caso de necessidade, o Coordenador do Curso poderá solicitar parecer técnico ao Departamento Acadêmico ou ao professor responsável pela disciplina. A decisão final é submetida à apreciação do Colegiado do Curso."
Quais são os critérios de identidade?,Os critérios de identidade são: I. Densidade mínima de setenta e cinco por cento (75); II. Qualidade mínima de setenta e cinco por cento (75); III. Adequação dos objetivos das disciplinas.
Quais são os trâmites para o Aproveitamento de Estudos pela via processual?,"Os trâmites para o Aproveitamento de Estudos pela via processual são: I. Em caso de disciplina optativa, após análise de adequação, o Coordenador do Curso emitirá parecer conclusivo; II. Em caso de disciplina obrigatória, havendo necessidade, o Coordenador do Curso solicitará parecer técnico que deverá observar a qualidade da disciplina de origem; III. Em caso de solicitações idênticas, da mesma IES, poderá o Coordenador acolher a decisão anterior, sem nova consulta ao professor ou Departamento Acadêmico responsável pela disciplina."
Solicitar parecer técnico,"O parecer técnico é de competência da Coordenação do Curso, devendo a decisão ser submetida à apreciação do Colegiado do Curso"
Requisitar Aproveitamento de Estudos,"O Aproveitamento de Estudos pela via processual obedecerá aos trâmites seguintes: I. Em caso de disciplina optativa, após análise de adequação, o Coordenador do Curso emitirá parecer conclusivo; II. Em caso de disciplina obrigatória, havendo necessidade, o Coordenador do Curso solicitará parecer técnico que deverá observar a qualidade da disciplina de origem; III. Em caso de solicitações idênticas, da mesma IES, poderá o Coordenador acolher a decisão anterior, sem nova consulta ao professor ou Departamento Acadêmico responsável pela disciplina."
Quais disciplinas podem ser aproveitadas pelo Aproveitamento de Estudos pela via processual?,"1. Disciplinas cursadas na UFAM que não possuem identidade de código e não estão presentes no quadro de equivalência do projeto pedagógico do curso. 2. Disciplinas cursadas em outras Instituições de Educação Superior, inclusive as estrangeiras. 3. Com base em uma única disciplina cursada na IES de origem pode ser aproveitada mais de uma disciplina da UFAM. 4. Com base em mais de uma disciplina cursada na IES de origem pode ser aproveitada uma disciplina na UFAM. 5. Deve-se observar os critérios de identidade estabelecidos no Art. 2º, desta Resolução."
